GEN_BLD_SUSPEND_YRS_1,GEN_BLD_SUSPEND_YRS_2,GEN_BLD_SUSPEND_YRS_3,SuspendGen
Zhejiang-Nuclear_SMR-13174,2038,2048,0.0
Zhejiang-Nuclear_SMR-13174,2048,2048,0.0
Zhejiang-Offshore_Wind-13169,2038,2038,0.0
Zhejiang-Offshore_Wind-13169,2038,2048,0.0
Zhejiang-Offshore_Wind-13169,2048,2048,0.0
Zhejiang-Residential_PV-347,2038,2038,0.0
Zhejiang-Residential_PV-347,2038,2048,0.0
Zhejiang-Residential_PV-347,2048,2048,0.0
Zhejiang-Residential_PV-348,2038,2038,0.0
Zhejiang-Residential_PV-348,2038,2048,0.0
Zhejiang-Residential_PV-348,2048,2048,0.0
Zhejiang-Residential_PV-349,2038,2038,0.0
Zhejiang-Residential_PV-349,2038,2048,0.0
Zhejiang-Residential_PV-349,2048,2048,0.0
Zhejiang-Residential_PV-350,2038,2038,0.0
Zhejiang-Residential_PV-350,2038,2048,0.0
Zhejiang-Residential_PV-350,2048,2048,0.0
Zhejiang-Residential_PV-351,2038,2038,0.0
Zhejiang-Residential_PV-351,2038,2048,0.0
Zhejiang-Residential_PV-351,2048,2048,0.0
Zhejiang-Wind-1048,2038,2038,0.0
Zhejiang-Wind-1048,2038,2048,0.0
Zhejiang-Wind-1048,2048,2048,0.0
Zhejiang-Wind-1051,2038,2038,0.0
Zhejiang-Wind-1051,2038,2048,0.0
Zhejiang-Wind-1051,2048,2048,0.0
Zhejiang-Wind-1053,2038,2038,0.0
Zhejiang-Wind-1053,2038,2048,0.0
Zhejiang-Wind-1053,2048,2048,0.0
Zhejiang-Wind-1054,2038,2038,0.0
Zhejiang-Wind-1054,2038,2048,0.0
Zhejiang-Wind-1054,2048,2048,0.0
Zhejiang-Wind-1056,2038,2038,0.0
Zhejiang-Wind-1056,2038,2048,0.0
Zhejiang-Wind-1056,2048,2048,0.0
Zhejiang-Wind-1059,2038,2038,0.0
Zhejiang-Wind-1059,2038,2048,0.0
Zhejiang-Wind-1059,2048,2048,0.0
Zhejiang-Wind-1061,2038,2038,0.0
Zhejiang-Wind-1061,2038,2048,0.0
Zhejiang-Wind-1061,2048,2048,0.0
Zhejiang-Wind-1065,2038,2038,0.0
Zhejiang-Wind-1065,2038,2048,0.0
Zhejiang-Wind-1065,2048,2048,0.0
Zhejiang-Wind-1067,2038,2038,0.0
Zhejiang-Wind-1067,2038,2048,0.0
Zhejiang-Wind-1067,2048,2048,0.0
Zhejiang-Wind-1157,2038,2038,0.0
Zhejiang-Wind-1157,2038,2048,0.0
Zhejiang-Wind-1157,2048,2048,0.0
Zhejiang-Wind_EP-ep-40062,2009,2038,0.0
Zhejiang-Wind_EP-ep-40068,2010,2038,0.0
Zhejiang-Wind_EP-ep-40077,2011,2038,0.0
Zhejiang-Wind_EP-ep-40102,2012,2038,0.0
Zhejiang-Wind_EP-ep-40130,2013,2038,0.0
Zhejiang-Wind_EP-ep-40159,2014,2038,0.0
Zhejiang-Wind_EP-ep-40185,2015,2038,0.0
Zhejiang-Wind_EP-ep-40213,2016,2038,0.0
Zhejiang-Wind_EP-ep-40237,2017,2038,0.0
Zhejiang_Fuel_Cell,2038,2038,0.0
Zhejiang_Fuel_Cell,2038,2048,0.0
Zhejiang_Fuel_Cell,2048,2048,0.0
